CMDLINE python run_backtest.py --strategy enhanced_market_regime --data /Users/martinshih/Downloads/Systematic/Candlestick_Data/MES_Data/U19_H25.csv --steps 1 --train_start 2023-01-01 --train_end 2023-03-31 --mes-data --jobs 8
MEM 0.187500 1743653939.2174
MEM 31.468750 1743653939.3214
MEM 53.187500 1743653939.4267
MEM 68.031250 1743653939.5272
MEM 77.453125 1743653939.6324
MEM 89.796875 1743653939.7351
MEM 140.312500 1743653939.8390
MEM 174.812500 1743653939.9441
MEM 176.546875 1743653940.0443
MEM 176.578125 1743653940.1495
MEM 176.578125 1743653940.2507
MEM 176.578125 1743653940.3558
MEM 176.578125 1743653940.4610
MEM 178.078125 1743653940.5630
MEM 181.859375 1743653940.6640
MEM 185.390625 1743653940.7691
MEM 179.328125 1743653940.8698
MEM 148.218750 1743653940.9750
MEM 147.187500 1743653941.0800
MEM 134.234375 1743653941.1932
MEM 130.656250 1743653941.2982
MEM 130.656250 1743653941.4073
MEM 130.656250 1743653941.5113
MEM 130.656250 1743653941.6151
MEM 125.859375 1743653941.7203
MEM 125.859375 1743653941.8249
MEM 125.859375 1743653941.9347
MEM 125.375000 1743653942.0388
MEM 125.375000 1743653942.1433
MEM 125.375000 1743653942.2521
MEM 125.375000 1743653942.3617
MEM 125.375000 1743653942.4707
MEM 125.375000 1743653942.5727
MEM 125.375000 1743653942.6743
MEM 125.375000 1743653942.7880
MEM 125.375000 1743653942.8896
MEM 125.375000 1743653942.9986
MEM 125.375000 1743653943.1004
MEM 125.375000 1743653943.2020
MEM 125.375000 1743653943.3052
MEM 125.375000 1743653943.4102
MEM 124.421875 1743653943.5194
MEM 124.421875 1743653943.6197
MEM 124.187500 1743653943.7246
MEM 121.125000 1743653943.8282
MEM 121.125000 1743653943.9340
MEM 121.125000 1743653944.0438
MEM 121.125000 1743653944.1460
MEM 121.125000 1743653944.2539
MEM 121.125000 1743653944.3574
MEM 121.125000 1743653944.4613
MEM 126.218750 1743653944.5663
MEM 126.234375 1743653944.6715
MEM 126.265625 1743653944.7766
MEM 126.265625 1743653944.8810
MEM 126.265625 1743653944.9832
MEM 123.953125 1743653945.0884
MEM 123.953125 1743653945.1935
MEM 123.953125 1743653945.2986
MEM 123.953125 1743653945.4036
MEM 123.953125 1743653945.5087
MEM 123.953125 1743653945.6089
MEM 122.875000 1743653945.7140
MEM 121.625000 1743653945.8192
MEM 121.375000 1743653945.9243
MEM 121.375000 1743653946.0266
MEM 121.375000 1743653946.1317
MEM 121.375000 1743653946.2368
MEM 121.375000 1743653946.3419
MEM 121.375000 1743653946.4470
MEM 121.375000 1743653946.5521
MEM 121.375000 1743653946.6573
MEM 121.375000 1743653946.7624
MEM 121.375000 1743653946.8675
MEM 121.375000 1743653946.9726
MEM 121.375000 1743653947.0766
MEM 121.375000 1743653947.1809
MEM 121.375000 1743653947.2861
MEM 121.375000 1743653947.3912
MEM 121.859375 1743653947.4963
MEM 129.796875 1743653947.6015
MEM 130.171875 1743653947.7066
MEM 130.171875 1743653947.8075
MEM 130.171875 1743653947.9125
MEM 130.296875 1743653948.0154
MEM 130.296875 1743653948.1198
MEM 130.296875 1743653948.2236
MEM 130.296875 1743653948.3287
MEM 130.296875 1743653948.4337
MEM 130.765625 1743653948.5389
MEM 130.765625 1743653948.6421
MEM 130.765625 1743653948.7473
MEM 130.828125 1743653948.8500
MEM 130.828125 1743653948.9552
MEM 130.828125 1743653949.0583
