CMDLINE python run_backtest.py --strategy enhanced_market_regime --data /Users/martinshih/Downloads/Systematic/Candlestick_Data/MES_Data/U19_H25.csv --steps 1 --train_start 2023-01-01 --train_end 2023-03-31 --mes-data --jobs 8
MEM 0.187500 1743655471.3371
MEM 23.171875 1743655471.4398
MEM 40.078125 1743655471.5450
MEM 56.640625 1743655471.6501
MEM 71.453125 1743655471.7552
MEM 79.875000 1743655471.8597
MEM 90.484375 1743655471.9649
MEM 145.312500 1743655472.0701
MEM 191.046875 1743655472.1753
MEM 196.125000 1743655472.2795
MEM 196.125000 1743655472.3846
MEM 196.125000 1743655472.4879
MEM 196.125000 1743655472.5931
MEM 196.125000 1743655472.6939
MEM 196.453125 1743655472.7990
MEM 196.468750 1743655472.9009
MEM 199.406250 1743655473.0061
MEM 199.406250 1743655473.1113
MEM 199.406250 1743655473.2164
MEM 197.203125 1743655473.3181
MEM 194.640625 1743655473.4195
MEM 194.640625 1743655473.5234
MEM 194.640625 1743655473.6286
MEM 194.640625 1743655473.7292
MEM 194.640625 1743655473.8343
MEM 194.640625 1743655473.9393
MEM 194.640625 1743655474.0444
MEM 194.640625 1743655474.1495
MEM 194.640625 1743655474.2545
MEM 194.640625 1743655474.3555
MEM 194.640625 1743655474.4606
MEM 194.640625 1743655474.5656
MEM 194.640625 1743655474.6665
MEM 194.640625 1743655474.7715
MEM 194.640625 1743655474.8766
MEM 194.640625 1743655474.9816
MEM 194.296875 1743655475.0868
MEM 193.359375 1743655475.1920
MEM 193.359375 1743655475.2971
MEM 193.359375 1743655475.4023
MEM 193.359375 1743655475.5062
MEM 193.359375 1743655475.6113
MEM 189.218750 1743655475.7164
MEM 189.218750 1743655475.8215
MEM 189.218750 1743655475.9252
MEM 189.234375 1743655476.0276
MEM 193.406250 1743655476.1295
MEM 193.828125 1743655476.2345
MEM 193.843750 1743655476.3396
MEM 194.156250 1743655476.4447
MEM 194.187500 1743655476.5498
MEM 194.187500 1743655476.6505
MEM 194.187500 1743655476.7556
MEM 194.187500 1743655476.8607
MEM 194.187500 1743655476.9657
MEM 194.187500 1743655477.0697
MEM 194.218750 1743655477.1748
MEM 194.218750 1743655477.2799
MEM 194.218750 1743655477.3834
MEM 194.218750 1743655477.4880
MEM 194.218750 1743655477.5928
MEM 194.218750 1743655477.6957
MEM 194.218750 1743655477.7960
MEM 194.281250 1743655477.9027
MEM 194.281250 1743655478.0078
MEM 194.281250 1743655478.1126
MEM 194.593750 1743655478.2147
MEM 194.609375 1743655478.3198
MEM 194.609375 1743655478.4214
MEM 194.609375 1743655478.5265
MEM 194.609375 1743655478.6316
MEM 194.609375 1743655478.7364
MEM 194.609375 1743655478.8397
MEM 194.609375 1743655478.9448
MEM 194.609375 1743655479.0498
MEM 201.500000 1743655479.1528
MEM 218.703125 1743655479.2580
MEM 234.000000 1743655479.3628
MEM 224.406250 1743655479.4680
MEM 249.015625 1743655479.5732
MEM 228.421875 1743655479.6765
MEM 228.421875 1743655479.7786
MEM 228.625000 1743655479.8838
MEM 226.531250 1743655479.9878
MEM 224.562500 1743655480.0930
MEM 222.265625 1743655480.1982
MEM 220.109375 1743655480.3034
MEM 220.109375 1743655480.4057
MEM 220.109375 1743655480.5109
MEM 220.109375 1743655480.6128
MEM 220.109375 1743655480.7187
MEM 220.109375 1743655480.8222
MEM 220.109375 1743655480.9243
MEM 220.109375 1743655481.0299
MEM 220.109375 1743655481.1352
MEM 220.109375 1743655481.2401
MEM 220.109375 1743655481.3482
MEM 220.109375 1743655481.4536
MEM 220.109375 1743655481.5581
MEM 220.109375 1743655481.6634
MEM 220.109375 1743655481.7656
MEM 220.109375 1743655481.8712
MEM 220.109375 1743655481.9757
MEM 220.109375 1743655482.0811
MEM 220.109375 1743655482.1858
MEM 220.109375 1743655482.2884
MEM 220.109375 1743655482.3903
MEM 220.109375 1743655482.4928
MEM 220.109375 1743655482.5977
MEM 220.109375 1743655482.6991
MEM 220.109375 1743655482.8038
MEM 220.109375 1743655482.9063
MEM 220.109375 1743655483.0114
MEM 220.109375 1743655483.1168
MEM 220.109375 1743655483.2221
MEM 220.109375 1743655483.3231
MEM 209.562500 1743655483.4242
MEM 215.640625 1743655483.5262
MEM 215.640625 1743655483.6313
MEM 215.640625 1743655483.7367
MEM 215.640625 1743655483.8395
MEM 215.781250 1743655483.9439
MEM 215.750000 1743655484.0487
MEM 215.750000 1743655484.1541
MEM 215.781250 1743655484.2595
MEM 215.781250 1743655484.3630
MEM 215.734375 1743655484.4685
MEM 215.734375 1743655484.5710
MEM 215.687500 1743655484.6767
MEM 215.718750 1743655484.7811
MEM 215.718750 1743655484.8863
MEM 215.718750 1743655484.9893
MEM 217.031250 1743655485.0917
MEM 217.031250 1743655485.1973
MEM 217.031250 1743655485.3016
MEM 217.031250 1743655485.4051
MEM 217.031250 1743655485.5078
MEM 217.031250 1743655485.6124
MEM 217.031250 1743655485.7179
MEM 217.031250 1743655485.8233
MEM 217.031250 1743655485.9273
MEM 217.031250 1743655486.0291
MEM 217.031250 1743655486.1298
MEM 217.015625 1743655486.2350
MEM 217.015625 1743655486.3397
MEM 217.015625 1743655486.4443
MEM 217.015625 1743655486.5496
MEM 217.015625 1743655486.6548
MEM 217.031250 1743655486.7602
MEM 217.109375 1743655486.8660
MEM 217.109375 1743655486.9713
MEM 217.250000 1743655487.0742
MEM 218.921875 1743655487.1773
MEM 223.000000 1743655487.2825
